ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000008063-24-000015	1651630	Option		11.13				09-DEC-2022		09-DEC-2031		$.01 PV Com Stk		32700.0				32700.0				D			
0000008063-24-000015	1651629	Option		14.45				22-JAN-2022		22-JAN-2031		$.01 PV Com Stk		27000.0				27000.0				D			
0000008063-24-000015	1651632	Option		15.15				07-DEC-2024		07-DEC-2033		$.01 PV Com Stk		8300.0				8300.0				D			
0000008063-24-000015	1651633	Restricted Stock Unit			F1				F2		F2	$.01 PV Com Stk		12550.0				12550.0				D			
0000008063-24-000015	1651634	Restricted Stock Unit			F1				F3		F3	$.01 PV Com Stk		11500.0				11500.0				D			
0000008063-24-000015	1651635	Restricted Stock Unit			F1				F4		F4	$.01 PV Com Stk		18550.0				18550.0				D			
0000008063-24-000015	1651631	Option		9.74				16-DEC-2023		16-DEC-2032		$.01 PV Com Stk		35600.0				35600.0				D			
0000950170-24-032139	1651639	Restricted Stock Units			F2				F1		F1	Common Stock		20118.0								D			
0000950170-24-032139	1651640	Restricted Stock Units			F2				F3		F3	Common Stock		17158.0								D			
0000950170-24-032139	1651643	Restricted Stock Units			F2				F6		F6	Common Stock		20080.0								D			
0000950170-24-032139	1651642	Restricted Stock Units			F2				F5		F5	Common Stock		17248.0								D			
0000950170-24-032139	1651641	Restricted Stock Units			F2				F4		F4	Common Stock		60053.0								D			
0001127602-24-010244	1651692	Hypothetical Shares			F4				F5		F5	Common Stock, $.25 Par Value		8951.0				8951.0	F6			I		By Supplemental 401(k) Plan	
0000950170-24-031993	1651645	Non-Qualified Stock Option		38.32					F2	14-JUL-2031		Common Stock		2170.0								D			
0000950170-24-031993	1651647	Non-Qualified Stock Option		47.25					F2	09-MAR-2033		Common Stock		3571.0								D			
0000950170-24-031993	1651644	Non-Qualified Stock Option		22.92					F1	13-JUL-2027		Common Stock		6922.0								D			
0000950170-24-031993	1651648	Non-Qualified Stock Option		47.0					F2	13-JUL-2033		Common Stock		1444.0								D			
0000950170-24-031993	1651646	Non-Qualified Stock Option		57.09					F2	10-MAR-2032		Common Stock		2783.0								D			
0000824142-24-000069	1651805	Stock Option (Right to Buy)		79.73				11-MAR-2025		11-MAR-2034		Common Stock		3798.0				3798.0				D			
0000824142-24-000069	1651804	Stock Option (Right to Buy)		27.58				11-MAR-2020		11-MAR-2029		Common Stock		27300.0				27300.0				D			
0001062993-24-006462	1651238	Restricted Stock Units	F15		F15			01-MAR-2025	F15, F16		F15, F16	Class A Common Stock		2714.0				2714.0				D			
0000950170-24-031860	1651100	Class B Common Stock			F1				F1		F1	Class A Common Stock		3025270.0				3025270.0				I		Accel-KKR Growth Capital Partners III, LP	F3, F4
0000950170-24-031860	1651102	Class B Common Stock			F1				F1		F1	Class A Common Stock		1195150.0				1195150.0				I		Accel-KKR Growth Capital Partners II, LP	F3, F4
0000950170-24-031860	1651101	Class B Common Stock			F1				F1		F1	Class A Common Stock		101395.0				101395.0				I		Accel-KKR Growth Capital Partners II Strategic Fund, LP	F3, F4
0000865752-24-000026	1651751	Employee Stock Option (right to buy)		36.62					F7	14-MAR-2032		Common Stock			F4			54000.0				D			
0000865752-24-000026	1651750	Employee Stock Option (right to buy)		44.47					F6	12-MAR-2031		Common Stock			F4			30000.0				D			
0000865752-24-000026	1651749	Employee Stock Option (right to buy)		31.2					F5	13-MAR-2030		Common Stock			F4			22000.0				D			
0000865752-24-000026	1651748	Employee Stock Option (right to buy)		29.84					F3	14-MAR-2029		Common Stock			F4			15000.0				D			
0000865752-24-000026	1651752	Employee Stock Option (right to buy)		50.82					F8	14-MAR-2033		Common Stock			F4			60000.0				D			
0000865752-24-000025	1651829	Employee Stock Option (right to buy)		31.2					F3	13-MAR-2030		Common Stock			F4			24000.0				D			
0000865752-24-000025	1651830	Employee Stock Option (right to buy)		44.47					F3	12-MAR-2031		Common Stock			F4			10000.0				D			
0000865752-24-000025	1651831	Employee Stock Option (right to buy)		36.62					F5	14-MAR-2032		Common Stock			F4			20000.0				D			
0000865752-24-000025	1651832	Employee Stock Option (right to buy)		50.82					F6	14-MAR-2033		Common Stock			F4			10000.0				D			
0000865752-24-000025	1651828	Employee Stock Option (right to buy)		29.84					F3	14-MAR-2029		Common Stock			F4			10000.0				D			
0000865752-24-000025	1651827	Employee Stock Option (right to buy)		29.37					F3	14-MAR-2028		Common Stock			F4			6808.0				D			
0000865752-24-000025	1651833	Employee Stock Option (right to buy)		50.82					F6	14-MAR-2033		Common Stock			F4			10000.0				D			
0000865752-24-000025	1651825	Employee Stock Option (right to buy)		21.99					F3	14-MAR-2026		Common Stock			F4			4542.0				D			
0000865752-24-000025	1651824	Employee Stock Option (right to buy)		22.58					F3	13-MAR-2025		Common Stock			F4			4428.0				D			
0000865752-24-000025	1651826	Employee Stock Option (right to buy)		21.82					F3	01-DEC-2026		Common Stock			F4			4.0				D			
0000865752-24-000024	1651515	Employee Stock Option (right to buy)		44.47					F6	12-MAR-2031		Common Stock			F4			15000.0				D			
0000865752-24-000024	1651516	Employee Stock Option (right to buy)		36.62					F7	14-MAR-2032		Common Stock			F4			41400.0				D			
0000865752-24-000024	1651517	Employee Stock Option (right to buy)		50.82					F8	14-MAR-2033		Common Stock			F4			20000.0				D			
0000865752-24-000024	1651518	Employee Stock Option (right to buy)		50.82					F9	14-MAR-2033		Common Stock			F4			20000.0				D			
0000865752-24-000024	1651512	Employee Stock Option (right to buy)		25.75					F3	01-JUN-2028		Common Stock			F4			6.0				D			
0000865752-24-000024	1651513	Employee Stock Option (right to buy)		29.84					F3	14-MAR-2029		Common Stock			F4			15000.0				D			
0000865752-24-000024	1651514	Employee Stock Option (right to buy)		31.2					F5	13-MAR-2030		Common Stock			F4			22000.0				D			
0000865752-24-000023	1651284	Employee Stock Option (right to buy)		50.82					F9	14-MAR-2033		Common Stock			F4			20000.0				D			
0000865752-24-000023	1651283	Employee Stock Option (right to buy)		50.82					F8	14-MAR-2033		Common Stock			F4			20000.0				D			
0000865752-24-000023	1651282	Employee Stock Option (right to buy)		36.62					F7	14-MAR-2032		Common Stock			F4			46000.0				D			
0000865752-24-000023	1651281	Employee Stock Option (right to buy)		44.47					F6	12-MAR-2031		Common Stock			F4			20000.0				D			
0000865752-24-000023	1651280	Employee Stock Option (right to buy)		31.2					F5	13-MAR-2030		Common Stock			F4			40000.0				D			
0000865752-24-000023	1651279	Employee Stock Option (right to buy)		29.84					F3	14-MAR-2029		Common Stock			F4			50000.0				D			
0000865752-24-000023	1651278	Employee Stock Option (right to buy)		25.75					F3	01-JUN-2028		Common Stock			F4			16666.0				D			
0000865752-24-000022	1651404	Employee Stock Option (right to buy)		36.62					F9	14-MAR-2032		Common Stock			F8			291400.0				D			
0000865752-24-000022	1651405	Employee Stock Option (right to buy)		50.82					F10	14-MAR-2033		Common Stock			F8			183000.0				D			
0000865752-24-000022	1651403	Employee Stock Option (right to buy)		44.47					F7	12-MAR-2031		Common Stock			F8			259800.0				D			
0000865752-24-000022	1651402	Employee Stock Option (right to buy)		31.2					F7	13-MAR-2030		Common Stock			F8			170132.0				I			
0000865752-24-000022	1651401	Employee Stock Option (right to buy)		31.2					F7	13-MAR-2030		Common Stock			F8			212668.0				D			
0000865752-24-000022	1651400	Employee Stock Option (right to buy)		29.84					F7	14-MAR-2029		Common Stock			F8			194400.0				I			
0000865752-24-000022	1651399	Employee Stock Option (right to buy)		29.84					F7	14-MAR-2029		Common Stock			F8			194400.0				I			
0000865752-24-000022	1651398	Employee Stock Option (right to buy)		29.84					F7	14-MAR-2029		Common Stock			F8			194400.0				D			
0000865752-24-000022	1651397	Employee Stock Option (right to buy)		29.37					F7	14-MAR-2028		Common Stock			F8			352000.0				I			
0000865752-24-000022	1651396	Employee Stock Option (right to buy)		29.37					F7	14-MAR-2028		Common Stock			F8			172596.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000022	1651395	Employee Stock Option (right to buy)		29.37					F7	14-MAR-2028		Common Stock			F8			3404.0				D		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000022	1651394	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			403006.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000022	1651393	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			153742.0				I		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000022	1651392	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			49926.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000022	1651391	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			4326.0				D		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000022	1651390	Employee Stock Option (right to buy)		21.99					F7	14-MAR-2026		Common Stock			F8			430944.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000022	1651389	Employee Stock Option (right to buy)		21.99					F7	14-MAR-2026		Common Stock			F8			194514.0				I		By Hilrod Holdings XVIII, L.P.	F5
0000865752-24-000022	1651388	Employee Stock Option (right to buy)		21.99					F7	14-MAR-2026		Common Stock			F8			4542.0				D		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000022	1651387	Employee Stock Option (right to buy)		22.58					F7	13-MAR-2025		Common Stock			F8			4428.0				D		By Hilrod Holdings XVIII, L.P.	F5
0000865752-24-000021	1651720	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			49926.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000021	1651726	Employee Stock Option (right to buy)		29.84					F7	14-MAR-2029		Common Stock			F8			194400.0				D			
0000865752-24-000021	1651721	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			153742.0				I		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000021	1651722	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			403006.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000021	1651723	Employee Stock Option (right to buy)		29.37					F7	14-MAR-2028		Common Stock			F8			3404.0				D		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000021	1651724	Employee Stock Option (right to buy)		29.37					F7	14-MAR-2028		Common Stock			F8			172596.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000021	1651725	Employee Stock Option (right to buy)		29.37					F7	14-MAR-2028		Common Stock			F8			352000.0				I			
0000865752-24-000021	1651719	Employee Stock Option (right to buy)		23.14					F7	14-MAR-2027		Common Stock			F8			4326.0				D		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000021	1651718	Employee Stock Option (right to buy)		21.99					F7	14-MAR-2026		Common Stock			F8			430944.0				I		By Hilrod Holdings XXIII, L.P.	F5
0000865752-24-000021	1651717	Employee Stock Option (right to buy)		21.99					F7	14-MAR-2026		Common Stock			F8			194514.0				I		By Hilrod Holdings XVIII, L.P.	F5
0000865752-24-000021	1651716	Employee Stock Option (right to buy)		21.99					F7	14-MAR-2026		Common Stock			F8			4542.0				D		By Hilrod Holdings XXVI, L.P.	F5
0000865752-24-000021	1651715	Employee Stock Option (right to buy)		22.58					F7	13-MAR-2025		Common Stock			F8			4428.0				D		By Hilrod Holdings XVIII, L.P.	F5
0000865752-24-000021	1651733	Employee Stock Option (right to buy)		50.82					F10	14-MAR-2033		Common Stock			F8			183000.0				D			
0000865752-24-000021	1651732	Employee Stock Option (right to buy)		36.62					F9	14-MAR-2032		Common Stock			F8			291400.0				D			
0000865752-24-000021	1651731	Employee Stock Option (right to buy)		44.47					F7	12-MAR-2031		Common Stock			F8			259800.0				D			
0000865752-24-000021	1651730	Employee Stock Option (right to buy)		31.2					F7	13-MAR-2030		Common Stock			F8			170132.0				I			
0000865752-24-000021	1651729	Employee Stock Option (right to buy)		31.2					F7	13-MAR-2030		Common Stock			F8			212668.0				D			
0000865752-24-000021	1651728	Employee Stock Option (right to buy)		29.84					F7	14-MAR-2029		Common Stock			F8			194400.0				I			
0000865752-24-000021	1651727	Employee Stock Option (right to buy)		29.84					F7	14-MAR-2029		Common Stock			F8			194400.0				I			
0000076605-24-000102	1651941	Common Stock Options		41.33				14-MAY-2023	F2	14-MAY-2029		Common Stock		3900.0								D			
0001683168-24-001485	1651357	Warrant			F3				F3		F3	Warrant		150000.0				150000.0				I		By affiliates	
0001683168-24-001485	1651355	Series D Preferred Stock			F2				F2		F2	Series Preferred Stock		797072.0				797072.0				I		By affiliates	
0001683168-24-001485	1651356	Warrant			F2				F2		F2	Warrant		292472.0				292472.0				I		By affiliates	
0001104659-24-034658	1651874	Class B Common Stock			F1				F1		F1	Class A Common Stock		4000000.0				4000000.0				I		See footnote	F17
0001104659-24-034658	1651875	Class B Common Stock			F1				F1		F1	Class A Common Stock		3900000.0				3900000.0				I		See footnote	F18
0001104659-24-034658	1651873	Class B Common Stock			F1				F1		F1	Class A Common Stock		2478738.0				2478738.0				I		See footnote	F16
0001104659-24-034658	1651872	Class B Common Stock			F1				F1		F1	Class A Common Stock		1060000.0				1060000.0				I		See footnote	F15
0001104659-24-034658	1651871	Class B Common Stock			F1				F1		F1	Class A Common Stock		6928408.0				6928408.0				I		See footnote	F14
0000950142-24-000703	1651014	Series C Preferred Stock			F4				F4		F4	Common Stock		6751.0								I		See footnotes	F1, F2
0000950142-24-000703	1651015	Series D Warrant			F5				F5		F5	Series D Preferred Stock		135000.0								I		See footnotes	F1, F2
0000950170-24-031799	1651103	Endeavor Operating Company Units			F3				F3		F3	Class A Common Stock		4193328.0				4193328.0				D			
0000950170-24-031801	1651876	Endeavor Operating Company Units			F3				F3		F3	Class A Common Stock		2968279.0				2968279.0				D			
0001938310-24-000002	1651745	Class B Common Units of OPAL Fuels LLC			F2				F2		F2	Class C common stock		142377450.0				142377450.0				D			
0001827111-24-000004	1650851	Class B Common Units of OPAL Fuels LLC			F3				F3		F3	Class C common stock		2021587.0				2021587.0				I		Through Hillman RNG Investments LLC	
0001827111-24-000004	1650850	Class B Common Units of OPAL Fuels LLC			F3				F3		F3	Class C common stock		142377450.0				142377450.0				I		Through OPAL Holdco LLC	
0001601830-24-000023	1651134	Stock Option (Right to Buy)		2.22					F5	03-MAR-2030		Class A Common Stock		0.0				685177.0				D			
0001601830-24-000023	1651138	Stock Option (Right to Buy)		10.09					F8	09-FEB-2034		Class A Common Stock		0.0				348380.0				D			
0001601830-24-000023	1651135	Stock Option (Right to Buy)		11.14					F6	04-FEB-2032		Class A Common Stock		0.0				116684.0				D			
0001601830-24-000023	1651136	Stock Option (Right to Buy)		11.14				04-FEB-2022		04-FEB-2032		Class A Common Stock		0.0				3914.0				D			
0001601830-24-000023	1651137	Stock Option (Right to Buy)		8.55					F7	01-FEB-2033		Class A Common Stock		0.0				404857.0				D			
0001327811-24-000046	1651545	Class B Common Stock			F9, F8				F9, F8		F9, F8	Class A Common Stock		120784.0				120784.0				I		By Still Family Partners	
0001493152-24-009995	1651164	Stock Option (right to buy)		0.6				15-NOV-2015		15-NOV-2025		Common Stock, no par value		150000.0		250000.0	F3	150000.0		250000.0	F3	D			
0001493152-24-009995	1651165	Stock Option (right to buy)		3.0				30-JUN-2017		19-APR-2027		Common Stock, no par value		150000.0				150000.0				D			
0001493152-24-009995	1651166	Stock Option (right to buy)		4.0				31-DEC-2017		19-APR-2027		Common Stock, no par value		150000.0				150000.0				D			
0001493152-24-009995	1651167	Stock Option (right to buy)		12.0				01-JAN-2020		01-JAN-2025		Common Stock, no par value		100000.0				100000.0				D			
0001493152-24-009995	1651168	Stock Option (right to buy)		12.0				31-DEC-2020		31-DEC-2025		Common Stock, no par value		100000.0				100000.0				D			
0001493152-24-009995	1651169	Stock Option (right to buy)		12.0				31-DEC-2021		31-DEC-2026		Common Stock, no par value		100000.0				100000.0				D			
0001493152-24-009995	1651176	6.0% Subordinated Convertible Promissory Note		15.0					F2	22-SEP-2023		Common Stock, no par value										D			
0001493152-24-009995	1651171	Stock Option (right to buy)		3.28				30-APR-2023	F4	05-APR-2028		Common Stock, no par value		17500.0				17500.0				D			
0001493152-24-009995	1651172	Stock Option (right to buy)		1.58				12-SEP-2023	F5	12-SEP-2028		Common Stock, no par value		450000.0				450000.0				D			
0001493152-24-009995	1651173	Warrant (right to buy)		9.8					F1	26-OCT-2024		Common Stock, no par value		1088.0				1088.0				D			
0001493152-24-009995	1651174	Warrant (right to buy)		9.8					F1	29-NOV-2024		Common Stock, no par value		3375.0				3375.0				D			
0001493152-24-009995	1651175	Warrant (right to buy)		9.8					F1	22-DEC-2024		Common Stock, no par value		19827.0				19827.0				D			
0001493152-24-009995	1651170	Stock Option (right to buy)		12.34				31-MAR-2022		11-MAR-2027		Common Stock, no par value		17500.0				17500.0				D			
0001437749-24-007899	1651416	Options to Purchase Class A Voting Common Stock		8.75				10-SEP-2021	F2	10-SEP-2030		Class A Voting Common Stock		30000.0				30000.0				D			
0001437749-24-007899	1651417	Options to Purchase Class A Voting		12.05				27-SEP-2022	F3	27-SEP-2031		Class A Voting Common Stock		60000.0				60000.0				D			
0001437749-24-007896	1651455	Option to Purchase Common Stock		63.96				18-FEB-2023		18-FEB-2027		Common Stock		4234.0				4234.0				D			
0001437749-24-007896	1651456	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		13500.0				13500.0				D			
0001437749-24-007892	1651768	Option to Purchase Common Stock		63.96				18-FEB-2023		18-FEB-2027		Common Stock		3734.0				3734.0				D			
0001437749-24-007892	1651769	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		12000.0				12000.0				D			
0001437749-24-007890	1651249	Option to Purchase Common Stock		63.96				18-FEB-2023		18-FEB-2027		Common Stock		3734.0				3734.0				D			
0001437749-24-007890	1651250	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		12000.0				12000.0				D			
0001437749-24-007888	1651930	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		15000.0				15000.0				D			
0001437749-24-007888	1651929	Option to Purchase Common Stock		63.96				18-FEB-2023		18-FEB-2027		Common Stock		4734.0				4734.0				D			
0001437749-24-007886	1651065	Option to Purchase Common Stock		63.96				18-FEB-2023		18-FEB-2027		Common Stock		3734.0				3734.0				D			
0001437749-24-007886	1651066	Option to Purchase Common Stock		94.1				05-MAR-2025		05-MAR-2029		Common Stock		12000.0				12000.0				D			
